,Founded,Company,Sector,Headquarters,Investors Name,Stage,Amount,Industry Vertical,Year,numberofinvestors
2302,2021,Fi,Financial Services,pune,Curesense Therapeutics,pre-seed,1100000,Other,2021,1
2303,2020,immunitoAI,Biotechnology,bangalore,pi Ventures,seed,1000000,Other,2020,1
2304,2015,Farmers Fresh Zone,AgriTech,kochi,"IAN Fund, Malabar Angel Network, Native Angel Network",pre-seriesa,800000,Other,2015,1
2305,2019,Anveshan,Food Production,bangalore,"DSG Consumer Partners, Titan Capital",seed,500000,Other,2019,1
2306,2016,Coutloot,Consumer Services,mumbai,"Ameba Capital, 9Unicorns",pre-series,8000000,Other,2016,1
2307,2020,Nova Benefits,"Health, Wellness & Fitness",bangalore,"Susquehanna International Group, Bessemer Venture Partners",seriesa,10000000,Other,2020,1
2308,2014,HomeLane,Interior Design,bangalore,"IIFL AMC, Oman India Joint Investment Fund",seriese,50000000,Other,2014,1
2309,2021,Jar,FinTech,bangalore,"Tribe Capital, Arkam Ventures, WEH, Kunal Shah",pre-seriesa,4500000,Other,2021,1
2310,2016,Skit,AI startup,bangalore,WestBridge Capital,seriesb,23000000,Other,2016,1
2311,2014,Peak,"Manchester, Greater Manchester",information technology & services,SoftBank Vision Fund 2,seriesc,75000000,Other,2014,1
2312,2021,Dezerv.,Investment Management,mumbai,"Elevation Capital, Matrix Partners India",seed,7000000,Other,2021,1
2313,2020,AppsForBharat,Product studio,bangalore,Elevation Capital,seriesa,10000000,Other,2020,1
2314,2020,Habbit,EdTech,bangalore,Ashok Goyal,pre-seed,320000,Other,2020,1
2315,2019,Bikayi,E-commerce,hyderabad,Sequoia Capital India,seriesa,10000000,Other,2019,1
2316,2020,Dukaan,Retail,bangalore,"HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns",seriesa,11000000,Other,2020,1
2317,2017,Vidyakul,EdTech,gurugram,We Founder Circle,bridge,500000,Other,2017,1
2318,2015,Goodmylk,Food & Beverages,bangalore,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",seed,1000000,Other,2015,1
2319,2016,Fi,SaaS startup,chennai,"LetsVenture, 2am VC, magic.fund",seed,200000,Other,2016,1
2320,2020,NeuroPixel.AI,Deeptech,bangalore,"Arvind Venugopal Nair, Amritendu Mukherjee",seed,800000,Other,2020,1
2321,2011,Elixia Tech Solutions,Information Technology & Services,mumbai,Rajasthan Venture Capital Fund,pre-seriesa,1000000,Other,2011,1
2322,2020,bitsCrunch,Blockchain,chennai,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",seed,700000,Other,2020,1
2323,2016,Prolgae,Biotechnology,the nilgiris,Vijayan,seed,200000,Other,2016,1
2324,2016,Biddano,"Health, Wellness & Fitness",pune,"Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList",pre-seriesa1,2000000,Other,2016,1
2325,2019,Neokred,FinTech,bangalore,"Virenxia Group, Rajesh Jain, Nitin Agarwal",seed,500000,Other,2019,1
2326,2011,Delhivery,Logistics & Supply Chain,gurugram,Addition,seriesi,76000000,Other,2011,1
2327,2011,Flipspaces,Design,mumbai,Prashasta Seth,pre-seriesb,2000000,Other,2011,1
2328,2021,Fleek,Internet,bangalore,Axilor,seed,1000000,Other,2021,1
2329,2020,GoKwik,Information Technology & Services,new delhi,"Matrix Partners India, Jitendra Gupta, RTP Global",pre-seriesa,5000000,Other,2020,1
2330,2018,Proeon,Food Production,pune,"Shaival Desai, Flowstate Ventures",seed,2000000,Other,2018,1
2331,2019,InfyU Labs,AgriTech,gandhinagar,IAN,seed,200000,Other,2019,1
2332,2015,TechEagle,Aviation & Aerospace,gurugram,India Accelerator,seed,500000,Other,2015,1
2333,2016,Cogos Technologies,Logistics & Supply Chain,bangalore,Transworld Group,pre-seriesa,2000000,Other,2016,1
2334,2019,Gigforce,Staffing & Recruiting,gurugram,Endiya Partners,pre-seriesa,3000000,Other,2019,1
2335,2015,Vahdam,Food & Beverages,new delhi,IIFL AMC,seriesd,20000000,Other,2015,1
2336,2019,Fi,Financial Services,bangalore,Owl Ventures,seriesc,55000000,Other,2019,1
2337,2015,CollegeDekho,EdTech,gurugram,"Winter Capital, ETS, Man Capital",seriesb,26000000,Other,2015,1
2338,2019,WeRize,Financial Services,bangalore,"3one4 Capital, Kalaari Capital",seriesa,8000000,Other,2019,1
2339,2015,TartanSense,Information Technology,bangalore,"FMC, Omnivore, Blume Ventures",seriesa,5000000,Other,2015,1
2340,2015,IsGoingOnline,Retail,cochin,"Unicorn India Ventures, SEA Fund, Devdatt Shah",pre-seriesa,200000,Other,2015,1
2341,2010,Camp K12,EdTech,gurugram,"Matrix Partners India, Elevation Capital",seriesa,12000000,Other,2010,1
2342,2020,Elda Health,Healthcare,bangalore,"Avaana Capital, Orios Ventures",seed,1500000,Other,2020,1
2343,2020,Sporjo,SportsTech,mumbai,Punit Balan,pre-seriesa,2000000,Other,2020,1
2344,2017,SuperGaming,Gaming,pune,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",seriesa,5500000,Other,2017,1
2345,2020,AppsForBharat,Spiritual,bangalore,"Sequoia Capital India, BEENEXT",seed,4000000,Other,2020,1
2346,2018,Khatabook,Financial Services,bangalore,"Tribe Capital, Moore Strategic Ventures (MSV)",seriesc,100000000,Other,2018,1
2347,2015,Smytten,Consumer Goods,gurugram,Fireside Ventures,seriesa,6000000,Other,2015,1
2348,2016,Syook,Industrial Automation,bangalore,"Inflection Point Ventures, ONGC",seriesa,1000000,Other,2016,1
2349,2019,NOTO,Consumer Goods,mumbai,"Titan Capital, Rockstud Capital, John Abraham, WEH Ventures",pre-seriesa,500000,Other,2019,1
2350,2013,Lumiq,Information Technology,noida,Info Edge Ventures,seed,2000000,Other,2013,1
2351,2015,Breathe Well-being,Health,gurugram,Accel,seriesa,5500000,Other,2015,1
2352,2017,Probus,IoT,new delhi,Unicorn India Ventures,bridge,500000,Other,2017,1
2353,2021,Smart Express,Logistics,mumbai,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",seed,10000000,Other,2021,1
2354,2015,Smallcase,FinTech,bangalore,Faering Capital,seriesc,40000000,Other,2015,1
2355,2014,Postman,Computer software,bangalore,"CRV, Nexus Venture Partners",seriesd,225000000,Other,2014,1
2356,2016,Hashnode,Computer software,bangalore,"Salesforce Ventures, Sierra Ventures, Sequoia Capital Indiaâ€™s Surge",seriesa,6700000,Other,2016,1
2357,2018,RACEnergy,Automotive,hyderabad,"Micelio Fund, growX ventures",seed+,1300000,Other,2018,1
2358,2018,BharatPe,FinTech,new delhi,"IIFL Wealth, Asset Management, Northern Arc Capital",debt,20000000,Other,2018,1
2359,2019,Gyde,Computer software,pune,"Better Capital, Ashish Achrekar",seed,250000,Other,2019,1
2360,2016,AgNext,AgriTech,chandigarh,Alpha Wave Incubation,seriesa,21000000,Other,2016,1
2361,2019,Xpresslane,Tech startup,bangalore,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",pre-seed,400000,Other,2019,1
2362,2013,OYO,Hospitality,gurugram,Microsoft,seriesf2,5000000,Other,2013,1
2363,2014,Log 9 Materials,Deeptech,bangalore,Amara Raja Batteries,seriesa+,8500000,Other,2014,1
2364,2020,FlashPrep,EdTech,bangalore,Venture Highway,pre-seed,500000,Other,2020,1
2365,2019,Kenko Health,Insuretech,mumbai,"BEENEXT, Orios",pre-seriesa,1700000,Other,2019,1
2366,2020,Wiz Freight,Logistics & Supply Chain,chennai,Axilor,seed,3500000,Other,2020,1
2367,2018,Cred,Financial Services,new delhi,"Westbridge Capital, Tanglin Venture Partners",seriesa,25000000,Other,2018,1
2368,2020,BlueLearn,EdTech,goa,"100X.VC , Titan Capital, Rahul Mathur, Gaurav Mandlecha",pre-seed,400000,Other,2020,1
2369,2018,NimbleBox.ai,MLOps platform,chennai,Venture Catalysts,seed,1000000,Other,2018,1
2370,2015,Pickrr,Logistics & Supply Chain,gurugram,"IIFL, Amicus Capital, Ananta Capital",seriesb,12000000,Other,2015,1
2371,2020,Grip Invest,Financial Services,gurugram,"Venture Highway, Endiya Partners",seriesa,3000000,Other,2020,1
2372,2008,Heads Up For Tails,Pet care,new delhi,"Verlinvest, Sequoia Capital India",seriesa,37000000,Other,2008,1
2373,2012,Blue Tokai Coffee Roasters,Food & Beverages,new delhi,Anicut Angel Fund,pre-seriesb,2000000,Other,2012,1
2374,2017,Neeman,Consumer Goods,hyderabad,Sixth Sense Ventures,seriesa,2000000,Other,2017,1
2375,2018,BharatPe,FinTech,new delhi,Tiger Global,seriese,370000000,Other,2018,1
2376,2020,GoSats,FinTech,bangalore,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",seed,700000,Other,2020,1
2377,2020,StockGro,FinTech,bangalore,"Roots Ventures, Velo Partners",pre-seriesa,5000000,Other,2020,1
2378,2020,Onsurity,Healthcare,bangalore,Nexus Venture Partners,seriesa,16000000,Other,2020,1
2379,2020,Rocket Skills,EdTech,gurugram,"Better Capital, First Cheque, Titan Capital",pre-seed,200000,Other,2020,1
2380,2015,RenewBuy,FinTech,gurugram,Evolvence Capital,seriesc,10000000,Other,2015,1
2381,2019,Jupiter,Banking,mumbai,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",seriesb,44000000,Other,2019,1
2382,2012,Pixuate,DeepTech,bangalore,SucSEED Indovation Fund,seed,1000000,Other,2012,1
2383,2014,Playo,SportsTech,bangalore,ah! Ventures High Tables,pre-seriesa,500000,Other,2014,1
2384,2018,Toothsi,Health,mumbai,"Eight Roads Ventures, Think Investments, Mankekar Family Office",seriesb,20000000,Other,2018,1
2385,2012,Soothe Healthcare,Consumer Goods,new delhi,A91 Partners,seriesc,10000000,Other,2012,1
2386,2020,Goodmeetings,Computer software,bangalore,Chiratae Ventures,seriesa,1700000,Other,2020,1
2387,2020,Apna,Wholesale,bangalore,Sequoiaâ€™s Surge,seed,3500000,Other,2020,1
2388,2020,ChefKart,Consumer Goods,gurugram,"Lead Angels, Titan Capital, Pravega Ventures",pre-seed,300000,Other,2020,1
2389,2020,Fashinza,Apparel & Fashion,gurugram,"Accel Partners, Elevation Capital",seriesa,20000000,Other,2020,1
2390,2016,QuickShift,Logistics & Supply Chain,pune,"Anicut Angel Fund, Axilor Ventures",seed,770000,Other,2016,1
2391,2016,infra.market,Construction,thane,Tiger Global,seriesd,125000000,Other,2016,1
2392,2012,SP Robotic Works,EdTech,chennai,Mount Judi India Growth Fund,seriesa,3000000,Other,2012,1
2393,2018,3SC,Logistics,gurugram,GEF Capitalâ€™s South Asia Fund,seriesb,15000000,Other,2018,1
2394,2020,Minimalist,Cosmetics,jaipur,Sequoia Capital,seriesa,10000000,Other,2020,1
2395,2015,90+ My Tuition App,EdTech,bangalore,Pearl Investment LLC,seriesa,5000000,Other,2015,1
2396,2021,Wasabi,Consulting,bangalore,"021 Capital, Sparrow Capital",seed,1800000,Other,2021,1
2397,2019,Strata,Real Estate,bangalore,"Kotak Investment Advisors Limited, Gruhas Proptech",seriesa,6000000,Other,2019,1
2398,2020,Ourbetterplanet,E-commerce,bangalore,VANS Group,seed,300000,Other,2020,1
2399,2020,Murf.ai,SaaS startup,bangalore,Elevation Capital,seed,1500000,Other,2020,1
2400,2019,MYFITNESS,Fitness,silvassa,9Unicorns,seed,1000000,Other,2019,1
2401,2020,I am Love,Healthcare,mumbai,Xentel Investments,seed,4000000,Other,2020,1
2402,2015,Eloelo,Gaming,bangalore,"Waterbridge, Lumikai",pre-seriesa,2000000,Other,2015,1
2403,2020,Edukemy,EdTech,noida,"Auxano, Falcon5",pre-seriesa,2000000,Other,2020,1
2404,2019,Zingbus,Mobility,gurugram,Infoedge ventures,pre-seriesa,5000000,Other,2019,1
2405,2018,Reach,Media,ahmedabad,JITO Angel Network,seed,300000,Other,2018,1
2406,2017,Pencil,FinTech,hyderabad,Jupiter,pre-seed,330000,Other,2017,1
2407,2019,The Whole Truth,Food & Beverages,mumbai,Sequoia Capital,seriesa,6000000,Other,2019,1
2408,2021,Insane AI,Fitness,bangalore,pi Ventures,seed,800000,Other,2021,1
2409,2019,Go Swift,Consumer Services,bangalore,Kalaari Capital,pre-seriesa,2000000,Other,2019,1
2410,2021,G.O.A.T,D2C,bangalore,"Tiger Global, Flipkart Ventures",seriesa,36000000,Other,2021,1
2411,2016,ReDesyn,Merchandise,mumbai,Anthill Ventures,pre-seriesa,300000,Other,2016,1
2412,2016,Knorish,EdTech,gurugram,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",pre-seriesa,1000000,Other,2016,1
2413,2015,Dozee,Healthcare,bangalore,Prime VP,seriesa,5000000,Other,2015,1
2414,2015,BlackBuck,Logistics & Supply Chain,bangalore,"Tribe Capital, IFC Emerging Asia Fund, VEF",seriese,67000000,Other,2015,1
2415,2020,Mailmodo,Marketing & Advertising,bangalore,"Sequoiaâ€™s Surge, Y Combinator",seed,2000000,Other,2020,1
2416,2018,Niro,Healthcare,new delhi,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",seriesa,2500000,Other,2018,1
2417,2020,Even,Healthcare,bangalore,Khosla Ventures,seed,5000000,Other,2020,1
2418,2019,Captain Fresh,Logistics,bangalore,"Accel Partners, Matrix India",seriesa,12000000,Other,2019,1
2419,2020,Otipy,Food & Beverages,gurugram,"Omidyar Network India, Innoven Capital",seriesa,10200000,Other,2020,1
2420,2017,Edvizo,Consumer Services,bangalore,Inflection Point Ventures,pre-seriesa,1000000,Other,2017,1
2421,2021,GlobalBees,D2C Business,new delhi,"FirstCry, Lightspeed Venture Partners",seriesa,150000000,Other,2021,1
2422,2015,Spinny,Automotive,gurugram,Tiger Global,seriesd,108000000,Other,2015,1
2423,2017,Mynvax,Biotechnology,bangalore,"Accel, LetsVenture, 1Crowd",seriesa,4000000,Other,2017,1
2424,2020,Uvi Health,Healthcare,bangalore,Titan Capital,pre-seed,330000,Other,2020,1
2425,2012,Healthi,Healthcare,bangalore,"LeapFrog, Khosla Ventures",seriesc,75000000,Other,2012,1
2426,2010,Sea6 Energy,Biotechnology,bangalore,Aqua-Spark,seriesb,9000000,Other,2010,1
2427,2018,Beco,Consumer Goods,mumbai,Climate Angels Fund,seed,500000,Other,2018,1
2428,2020,MedPay,Information Technology,bangalore,"Entrepreneur First (EF), GrowX Ventures",seed,1200000,Other,2020,1
2429,2018,Digantara,SpaceTech,bangalore,Kalaari Capital,seed,2500000,Other,2018,1
2430,2018,Aqgromalin,AgriTech,chennai,Zephyr Peacock,seed,700000,Other,2018,1
2431,2017,Ola,Automotive,bangalore,Bank of Baroda,debt,100000000,Other,2017,1
2432,2016,Trell,Social commerce,bangalore,"Mirae Asset, H&M",seriesb,45000000,Other,2016,1
2433,2020,EasyAspataal,Healthcare,mumbai,Venture Catalysts,seed,500000,Other,2020,1
2434,2019,Arcana,Information Technology,bangalore,Balaji Srinivasan,seed,370000,Other,2019,1
2435,2017,Aquaconnect,Fishery,chennai,"Rebright Partners, Flourish Ventures",pre-seriesa,4000000,Other,2017,1
2436,2019,LetsDressUp,Apparel & Fashion,gurugram,"Titan Capital, Sequoia Capital",pre-seriesa,300000,Other,2019,1
2437,2017,Ati Motors,Automotive,bangalore,"Blume Ventures, Exfinity Venture Partners",pre-seriesa,35000000,Other,2017,1
2438,2018,peAR,Deeptech,mumbai,Inflection Point Ventures,pre-seriesa1,300000,Other,2018,1
2439,2019,The Sleep Company,Consumer Goods,mumbai,Fireside Ventures,pre-seriesa,1000000,Other,2019,1
2440,2020,FRAAZO,Food & Beverages,mumbai,"Sixth Sense Ventures, NABVENTURES",seriesa,11000000,Other,2020,1
2441,2015,Licious,Food & Beverages,bangalore,"Temasek, Multiples PE",seriesf,192000000,Other,2015,1
2442,2018,WinZO,Gaming,new delhi,Griffin Gaming Partners,seriesc,65000000,Other,2018,1
2443,2014,Skylark Drones,Aviation,bangalore,"InfoEdge Ventures, IAN Fund",pre-seriesa,3000000,Other,2014,1
2444,2018,MyMobiForce,Internet,noida,Bharat Inclusion,pre-seriesa,1400000,Other,2018,1
2445,2019,Neverinstall,Information Technology,bangalore,Speciale Invest,seed,370000,Other,2019,1
2446,2015,BeatO,Healthcare,new delhi,W Health Ventures,pre-seriesb,5000000,Other,2015,1
2447,2020,Earth Rhythm,Cosmetics,gurugram,Anicut Angel Fund,seed,1200000,Other,2020,1
2448,2019,Fountain9,Computer software,mumbai,"021 Capital, Y Combinator",seed,1900000,Other,2019,1
2449,2012,Shiprocket,Logistics,new delhi,"March Capital, Tribe Capital",seriesd1,41000000,Other,2012,1
2450,2020,Teachmint,EdTech,bangalore,Learn Capital,pre-seriesb,20000000,Other,2020,1
2451,2017,Vahak,Transportation,bangalore,RTP Global,pre-seriesa,5000000,Other,2017,1
2452,2014,goSTOPS,Hospitality,new delhi,"IAN, Yuj Ventures",pre-seriesa,1000000,Other,2014,1
2453,2011,Delhivery,Logistics,gurugram,"Fidelity, GIC",seriesh,270000000,Other,2011,1
2454,2014,Avishkaar,EdTech,new delhi,Auxano,pre-seriesa,600000,Other,2014,1
2455,2020,Jobsgaar,Job discovery platform,new delhi,SucSEED Indovation Fund,seed,140000,Other,2020,1
2456,2015,Breathe Well-being,HealthCare,new delhi,"Stanford Angels and Entrepreneurs India, Anjali Bansal",pre-seriesa,1000000,Other,2015,1
2457,2014,Urban Company,Home services,new delhi,"Vy Capital, Wellington Management",seriesf,250000000,Other,2014,1
2458,2014,MYBYK,Rental,ahmadabad,Avon Cycles,pre-seriesa,1000000,Other,2014,1
2459,2015,Locus,Logistics,bangalore,"Blume Ventures, Exfinity Venture Partners",seriesc,50000000,Other,2015,1
2460,2020,Crejo.Fun,EdTech,bangalore,"Matrix Partners India, 021 Capital",seed,3000000,Other,2020,1
2461,2020,Bambinos,EdTech,bangalore,"HNIs, Angels",seed,500000,Other,2020,1
2462,2016,Spardha,EdTech,pune,Inflection Point Ventures,pre-seriesa1,400000,Other,2016,1
2463,2019,Fyllo,AgriTech,bangalore,"Indian Angel Network, Titan Capital, Lead Angels",seed,400000,Other,2019,1
2464,2019,Swiflearn,EdTech,gurugram,"Venture Highway, Stellaris Venture Partners",pre-seriesa,3000000,Other,2019,1
2465,2017,QuickSell,E-commerce,mumbai,"Sanjay Baldwa, Ajay Jain",pre-seriesa,2000000,Other,2017,1
2466,2019,Truemeds,Heathcare,mumbai,InfoEdge,seriesa,5000000,Other,2019,1
2467,2018,F5,Food & Beverages,new delhi,"Venture Catalysts, Jeevak Gupta",pre-seriesa,300000,Other,2018,1
2468,2020,Refyne,FinTech,bangalore,"DST Global, RTP Global",seriesa,20000000,Other,2020,1
2469,2018,Greenjoules,Renewable Energy,pune,Blue Ashva Capital,seriesa,4500000,Other,2018,1
2470,2018,MentorKart,Consulting,new delhi,"Amit Singal, Manish Aggarwal",seed,150000,Other,2018,1
2471,2017,Leverage Edu,EdTech,new delhi,"Trifecta Capital Advisors, Blume Ventures",debt,2000000,Other,2017,1
2472,2010,Kale Logistics,Logistics,thane,Inflexor Ventures,seriesa,5000000,Other,2010,1
2473,2013,Pee Safe,HealthCare,gurugram,"Shaival Desai, Alkemi Venture Partners",pre-seriesb,3000000,Other,2013,1
2474,2020,Simpl,Software,bangalore,Kalaari Capital,seed,1800000,Other,2020,1
2475,2019,Dropshop,Logistics,bangalore,Inflection Point Ventures,pre-seriesa,1000000,Other,2019,1
2476,2015,Jumbotail,E-commerce,bangalore,Alteria Capital,debt,4000000,Other,2015,1
2477,2019,Convosight,SaaS startup,new delhi,Qualgro,seriesa,9000000,Other,2019,1
2478,2020,Junio,FinTech,new delhi,"Amit Lakhotia, Pravin Jadhav",seed,600000,Other,2020,1
2479,2015,Flexmoney,FinTech,mumbai,Pravega Ventures,seriesa,4800000,Other,2015,1
2480,2019,Fampay,FinTech,bangalore,"Greenoaks Capital, Elevation Capital",seriesa,38000000,Other,2019,1
2481,2019,Apna,Human Resources,bangalore,"Sequoia Capital India, rocketship.vc",seriesb,70000000,Other,2019,1
2482,2011,Stack,SaaS startup,mumbai,Accel,seriesb,200000000,Other,2011,1
2483,2018,Vital,Insuretech,new delhi,BLinC Invest,pre-seriesa,3000000,Other,2018,1
2484,2011,Imagimake,Innovation management,mumbai,"Roha Investment Managers, angel investor Saumil Shah",pre-seriesa,500000,Other,2011,1
2485,2019,MSMEx,EdTech,andheri,"TNF Ventures, Razorpay",pre-seriesa,1000000,Other,2019,1
2486,2015,RenewBuy,Insuretech,gurugram,"Lok Capital, IIFL Asset Management",seriesc,45000000,Other,2015,1
2487,2020,Kutumb,Community platform,bangalore,"Tiger Global Management, DST Global",seriesa,26000000,Other,2020,1
2488,2019,Superplum,AgriTech,noida,Marquee investors,pre-seriesa,3800000,Other,2019,1
2489,2017,Upside AI,FinTech,mumbai,Endiya Partners,seed,1200000,Other,2017,1
2490,2016,Skillmatics,EdTech,mumbai,Sequoia Capital India,seriesa,6000000,Other,2016,1
2491,2020,Bimaplan,Insuretech,bangalore,"Roshan Abbas, Ritesh Malik",pre-seriesa,2500000,Other,2020,1
2492,2019,Bueno,FinTech,gurugram,"Goat Capital, JAM Fund",seed,3000000,Other,2019,1
2493,2019,CityMall,E-commerce,gurugram,"General Catalyst, Jungle Ventures",seriesb,22000000,Other,2019,1
2494,2020,CoffeeMug.ai,Networking,new delhi,"Paradigm Shift Capital, AngelList India",pre-seed,620000,Other,2020,1
2495,2020,Kazam,EV startup,bangalore,Inflection Point Ventures,seed,900000,Other,2020,1
2496,2020,BimaPe,FinTech,mumbai,"iSeed, Titan Capital",pre-seed,500000,Other,2020,1
2497,2017,Synapsica,HealthCare,new delhi,"IvyCap Ventures, Endiya Partners",seriesa,4000000,Other,2017,1
2498,2016,GoMechanic,Automotive,gurugram,"Tiger Global, Sequoia",seriesc,42000000,Other,2016,1
